Bundesland,Altersgruppe,Meldedatum,Kalenderjahr,Kalenderwoche,Neuerkrankung,Hospitalisierung,index,population
Thueringen,05-14,2021-09-26,2021,38,282,0,91,184533
Thueringen,15-34,2021-09-26,2021,38,303,5,91,386793
Thueringen,35-59,2021-09-26,2021,38,427,14,91,720476
Thueringen,60-79,2021-09-26,2021,38,109,21,91,558709
Thueringen,80+,2021-09-26,2021,38,39,20,91,179123
Baden-Wuerttemberg,00-04,2021-10-03,2021,39,409,11,92,549986
Baden-Wuerttemberg,05-14,2021-10-03,2021,39,2229,13,92,1014378
Baden-Wuerttemberg,15-34,2021-10-03,2021,39,3014,66,92,2678250
Baden-Wuerttemberg,35-59,2021-10-03,2021,39,3072,143,92,3822725
Baden-Wuerttemberg,60-79,2021-10-03,2021,39,695,102,92,2286835
Baden-Wuerttemberg,80+,2021-10-03,2021,39,275,101,92,751989
Bayern,00-04,2021-10-03,2021,39,491,17,92,650503
Bayern,05-14,2021-10-03,2021,39,2383,6,92,1157241
Bayern,15-34,2021-10-03,2021,39,4145,73,92,3103465
Bayern,35-59,2021-10-03,2021,39,4190,175,92,4601435
Bayern,60-79,2021-10-03,2021,39,1012,146,92,2743938
Bayern,80+,2021-10-03,2021,39,429,130,92,871866
Berlin,00-04,2021-10-03,2021,39,115,3,92,191397
Berlin,05-14,2021-10-03,2021,39,545,0,92,332599
Berlin,15-34,2021-10-03,2021,39,1100,21,92,947650
Berlin,35-59,2021-10-03,2021,39,979,34,92,1275540
Berlin,60-79,2021-10-03,2021,39,210,20,92,694774
Berlin,80+,2021-10-03,2021,39,50,20,92,221362
Brandenburg,00-04,2021-10-03,2021,39,48,0,92,108401
Brandenburg,05-14,2021-10-03,2021,39,237,1,92,231502
Brandenburg,15-34,2021-10-03,2021,39,288,4,92,435611
Brandenburg,35-59,2021-10-03,2021,39,388,7,92,908807
Brandenburg,60-79,2021-10-03,2021,39,105,7,92,638658
Brandenburg,80+,2021-10-03,2021,39,47,18,92,208572
Bremen,00-04,2021-10-03,2021,39,23,2,92,34034
Bremen,05-14,2021-10-03,2021,39,171,0,92,60178
Bremen,15-34,2021-10-03,2021,39,239,9,92,172904
Bremen,35-59,2021-10-03,2021,39,223,7,92,225427
Bremen,60-79,2021-10-03,2021,39,75,19,92,140249
Bremen,80+,2021-10-03,2021,39,27,10,92,47379
Hamburg,00-04,2021-10-03,2021,39,64,1,92,99224
Hamburg,05-14,2021-10-03,2021,39,288,2,92,166713
Hamburg,15-34,2021-10-03,2021,39,492,6,92,493650
Hamburg,35-59,2021-10-03,2021,39,417,10,92,654824
Hamburg,60-79,2021-10-03,2021,39,84,16,92,325912
Hamburg,80+,2021-10-03,2021,39,42,11,92,112515
Hessen,00-04,2021-10-03,2021,39,137,5,92,304428
Hessen,05-14,2021-10-03,2021,39,890,6,92,579964
Hessen,15-34,2021-10-03,2021,39,1376,44,92,1469929
Hessen,35-59,2021-10-03,2021,39,1327,63,92,2193749
Hessen,60-79,2021-10-03,2021,39,307,47,92,1320559
Hessen,80+,2021-10-03,2021,39,92,49,92,422139
Mecklenburg-Vorpommern,00-04,2021-10-03,2021,39,33,0,92,66216
Mecklenburg-Vorpommern,05-14,2021-10-03,2021,39,218,1,92,140750
Mecklenburg-Vorpommern,15-34,2021-10-03,2021,39,218,2,92,295487
Mecklenburg-Vorpommern,35-59,2021-10-03,2021,39,255,13,92,554265
Mecklenburg-Vorpommern,60-79,2021-10-03,2021,39,66,10,92,420800
Mecklenburg-Vorpommern,80+,2021-10-03,2021,39,28,3,92,133378
Niedersachsen,00-04,2021-10-03,2021,39,178,6,92,380629
Niedersachsen,05-14,2021-10-03,2021,39,728,3,92,724185
Niedersachsen,15-34,2021-10-03,2021,39,1264,27,92,1803724
Niedersachsen,35-59,2021-10-03,2021,39,1246,59,92,2728615
Niedersachsen,60-79,2021-10-03,2021,39,283,29,92,1769714
Niedersachsen,80+,2021-10-03,2021,39,109,31,92,580572
Nordrhein-Westfalen,00-04,2021-10-03,2021,39,364,16,92,875319
Nordrhein-Westfalen,05-14,2021-10-03,2021,39,2196,9,92,1649725
Nordrhein-Westfalen,15-34,2021-10-03,2021,39,2976,75,92,4197591
Nordrhein-Westfalen,35-59,2021-10-03,2021,39,3120,144,92,6141151
Nordrhein-Westfalen,60-79,2021-10-03,2021,39,794,123,92,3823400
Nordrhein-Westfalen,80+,2021-10-03,2021,39,321,109,92,1262725
Rheinland-Pfalz,00-04,2021-10-03,2021,39,140,2,92,195044
Rheinland-Pfalz,05-14,2021-10-03,2021,39,518,2,92,366538
Rheinland-Pfalz,15-34,2021-10-03,2021,39,727,19,92,916852
Rheinland-Pfalz,35-59,2021-10-03,2021,39,704,54,92,1404114
Rheinland-Pfalz,60-79,2021-10-03,2021,39,197,31,92,923831
Rheinland-Pfalz,80+,2021-10-03,2021,39,63,20,92,293640
Saarland,00-04,2021-10-03,2021,39,22,0,92,41350
Saarland,05-14,2021-10-03,2021,39,91,0,92,80000
Saarland,15-34,2021-10-03,2021,39,119,1,92,212117
Saarland,35-59,2021-10-03,2021,39,133,5,92,330038
Saarland,60-79,2021-10-03,2021,39,52,9,92,243324
Saarland,80+,2021-10-03,2021,39,16,6,92,78108
Sachsen,00-04,2021-10-03,2021,39,68,0,92,180790
Sachsen,05-14,2021-10-03,2021,39,714,5,92,366870
Sachsen,15-34,2021-10-03,2021,39,803,4,92,785543
Sachsen,35-59,2021-10-03,2021,39,1085,31,92,1357685
Sachsen,60-79,2021-10-03,2021,39,277,28,92,1009578
Sachsen,80+,2021-10-03,2021,39,96,32,92,361502
Sachsen-Anhalt,00-04,2021-10-03,2021,39,25,1,92,87877
Sachsen-Anhalt,05-14,2021-10-03,2021,39,259,1,92,182524
Sachsen-Anhalt,15-34,2021-10-03,2021,39,241,10,92,394869
Sachsen-Anhalt,35-59,2021-10-03,2021,39,342,13,92,745827
Sachsen-Anhalt,60-79,2021-10-03,2021,39,102,20,92,585321
Sachsen-Anhalt,80+,2021-10-03,2021,39,34,9,92,191330
Schleswig-Holstein,00-04,2021-10-03,2021,39,46,2,92,129800
Schleswig-Holstein,05-14,2021-10-03,2021,39,193,2,92,261702
Schleswig-Holstein,15-34,2021-10-03,2021,39,276,13,92,627902
Schleswig-Holstein,35-59,2021-10-03,2021,39,243,11,92,1006281
Schleswig-Holstein,60-79,2021-10-03,2021,39,59,17,92,663225
Schleswig-Holstein,80+,2021-10-03,2021,39,33,13,92,220518
Thueringen,00-04,2021-10-03,2021,39,46,1,92,87718
Thueringen,05-14,2021-10-03,2021,39,364,3,92,184533
Thueringen,15-34,2021-10-03,2021,39,418,9,92,386793
Thueringen,35-59,2021-10-03,2021,39,588,30,92,720476
Thueringen,60-79,2021-10-03,2021,39,163,29,92,558709
Thueringen,80+,2021-10-03,2021,39,96,23,92,179123
Baden-Wuerttemberg,00-04,2021-10-10,2021,40,346,9,93,549986
Baden-Wuerttemberg,05-14,2021-10-10,2021,40,2046,9,93,1014378
Baden-Wuerttemberg,15-34,2021-10-10,2021,40,3075,47,93,2678250
Baden-Wuerttemberg,35-59,2021-10-10,2021,40,3379,143,93,3822725
Baden-Wuerttemberg,60-79,2021-10-10,2021,40,847,130,93,2286835
Baden-Wuerttemberg,80+,2021-10-10,2021,40,237,80,93,751989
Bayern,00-04,2021-10-10,2021,40,373,10,93,650503
Bayern,05-14,2021-10-10,2021,40,2136,4,93,1157241
Bayern,15-34,2021-10-10,2021,40,4429,61,93,3103465
Bayern,35-59,2021-10-10,2021,40,4266,138,93,4601435
Bayern,60-79,2021-10-10,2021,40,1175,145,93,2743938
Bayern,80+,2021-10-10,2021,40,483,155,93,871866
Berlin,00-04,2021-10-10,2021,40,94,2,93,191397
Berlin,05-14,2021-10-10,2021,40,595,5,93,332599
Berlin,15-34,2021-10-10,2021,40,1051,16,93,947650
Berlin,35-59,2021-10-10,2021,40,1065,48,93,1275540
Berlin,60-79,2021-10-10,2021,40,225,32,93,694774
Berlin,80+,2021-10-10,2021,40,64,24,93,221362
Brandenburg,00-04,2021-10-10,2021,40,24,0,93,108401
Brandenburg,05-14,2021-10-10,2021,40,357,0,93,231502
Brandenburg,15-34,2021-10-10,2021,40,318,3,93,435611
Brandenburg,35-59,2021-10-10,2021,40,413,6,93,908807
Brandenburg,60-79,2021-10-10,2021,40,125,18,93,638658
Brandenburg,80+,2021-10-10,2021,40,50,10,93,208572
Bremen,00-04,2021-10-10,2021,40,27,0,93,34034
Bremen,05-14,2021-10-10,2021,40,123,0,93,60178
Bremen,15-34,2021-10-10,2021,40,212,7,93,172904
Bremen,35-59,2021-10-10,2021,40,229,12,93,225427
Bremen,60-79,2021-10-10,2021,40,65,12,93,140249
Bremen,80+,2021-10-10,2021,40,28,6,93,47379
Hamburg,00-04,2021-10-10,2021,40,38,1,93,99224
Hamburg,05-14,2021-10-10,2021,40,144,0,93,166713
Hamburg,15-34,2021-10-10,2021,40,430,8,93,493650
Hamburg,35-59,2021-10-10,2021,40,355,18,93,654824
Hamburg,60-79,2021-10-10,2021,40,82,11,93,325912
Hamburg,80+,2021-10-10,2021,40,30,7,93,112515
Hessen,00-04,2021-10-10,2021,40,127,5,93,304428
Hessen,05-14,2021-10-10,2021,40,904,8,93,579964
Hessen,15-34,2021-10-10,2021,40,1206,32,93,1469929
Hessen,35-59,2021-10-10,2021,40,1389,68,93,2193749
Hessen,60-79,2021-10-10,2021,40,328,51,93,1320559
Hessen,80+,2021-10-10,2021,40,100,32,93,422139
Mecklenburg-Vorpommern,00-04,2021-10-10,2021,40,37,2,93,66216
Mecklenburg-Vorpommern,05-14,2021-10-10,2021,40,148,0,93,140750
Mecklenburg-Vorpommern,15-34,2021-10-10,2021,40,175,2,93,295487
Mecklenburg-Vorpommern,35-59,2021-10-10,2021,40,314,6,93,554265
Mecklenburg-Vorpommern,60-79,2021-10-10,2021,40,97,14,93,420800
Mecklenburg-Vorpommern,80+,2021-10-10,2021,40,65,17,93,133378
Niedersachsen,00-04,2021-10-10,2021,40,140,2,93,380629
Niedersachsen,05-14,2021-10-10,2021,40,624,1,93,724185
Niedersachsen,15-34,2021-10-10,2021,40,1081,18,93,1803724
Niedersachsen,35-59,2021-10-10,2021,40,1193,46,93,2728615
Niedersachsen,60-79,2021-10-10,2021,40,301,31,93,1769714
Niedersachsen,80+,2021-10-10,2021,40,160,46,93,580572
Nordrhein-Westfalen,00-04,2021-10-10,2021,40,343,13,93,875319
Nordrhein-Westfalen,05-14,2021-10-10,2021,40,2114,9,93,1649725
Nordrhein-Westfalen,15-34,2021-10-10,2021,40,2933,54,93,4197591
Nordrhein-Westfalen,35-59,2021-10-10,2021,40,3086,149,93,6141151
Nordrhein-Westfalen,60-79,2021-10-10,2021,40,911,162,93,3823400
Nordrhein-Westfalen,80+,2021-10-10,2021,40,333,118,93,1262725
Rheinland-Pfalz,00-04,2021-10-10,2021,40,97,1,93,195044
Rheinland-Pfalz,05-14,2021-10-10,2021,40,498,4,93,366538
Rheinland-Pfalz,15-34,2021-10-10,2021,40,704,17,93,916852
Rheinland-Pfalz,35-59,2021-10-10,2021,40,818,40,93,1404114
Rheinland-Pfalz,60-79,2021-10-10,2021,40,254,30,93,923831
Rheinland-Pfalz,80+,2021-10-10,2021,40,99,31,93,293640
Saarland,00-04,2021-10-10,2021,40,6,0,93,41350
Saarland,05-14,2021-10-10,2021,40,117,0,93,80000
Saarland,15-34,2021-10-10,2021,40,105,1,93,212117
Saarland,35-59,2021-10-10,2021,40,172,10,93,330038
Saarland,60-79,2021-10-10,2021,40,49,4,93,243324
Saarland,80+,2021-10-10,2021,40,12,5,93,78108
Sachsen,00-04,2021-10-10,2021,40,69,3,93,180790
Sachsen,05-14,2021-10-10,2021,40,831,0,93,366870
Sachsen,15-34,2021-10-10,2021,40,1034,14,93,785543
Sachsen,35-59,2021-10-10,2021,40,1420,40,93,1357685
Sachsen,60-79,2021-10-10,2021,40,425,61,93,1009578
Sachsen,80+,2021-10-10,2021,40,121,36,93,361502
Sachsen-Anhalt,00-04,2021-10-10,2021,40,38,1,93,87877
Sachsen-Anhalt,05-14,2021-10-10,2021,40,304,4,93,182524
Sachsen-Anhalt,15-34,2021-10-10,2021,40,296,5,93,394869
Sachsen-Anhalt,35-59,2021-10-10,2021,40,385,19,93,745827
Sachsen-Anhalt,60-79,2021-10-10,2021,40,111,22,93,585321
Sachsen-Anhalt,80+,2021-10-10,2021,40,44,23,93,191330
Schleswig-Holstein,00-04,2021-10-10,2021,40,33,0,93,129800
Schleswig-Holstein,05-14,2021-10-10,2021,40,117,2,93,261702
Schleswig-Holstein,15-34,2021-10-10,2021,40,251,7,93,627902
Schleswig-Holstein,35-59,2021-10-10,2021,40,265,13,93,1006281
Schleswig-Holstein,60-79,2021-10-10,2021,40,96,14,93,663225
Schleswig-Holstein,80+,2021-10-10,2021,40,53,17,93,220518
Thueringen,00-04,2021-10-10,2021,40,64,1,93,87718
Thueringen,05-14,2021-10-10,2021,40,555,1,93,184533
Thueringen,15-34,2021-10-10,2021,40,511,12,93,386793
Thueringen,35-59,2021-10-10,2021,40,690,25,93,720476
Thueringen,60-79,2021-10-10,2021,40,210,40,93,558709
Thueringen,80+,2021-10-10,2021,40,91,46,93,179123
Baden-Wuerttemberg,00-04,2021-10-17,2021,41,349,3,94,549986
Baden-Wuerttemberg,05-14,2021-10-17,2021,41,2325,12,94,1014378
Baden-Wuerttemberg,15-34,2021-10-17,2021,41,3361,71,94,2678250
Baden-Wuerttemberg,35-59,2021-10-17,2021,41,3849,156,94,3822725
Baden-Wuerttemberg,60-79,2021-10-17,2021,41,981,147,94,2286835
Baden-Wuerttemberg,80+,2021-10-17,2021,41,349,114,94,751989
Bayern,00-04,2021-10-17,2021,41,441,7,94,650503
Bayern,05-14,2021-10-17,2021,41,2916,8,94,1157241
Bayern,15-34,2021-10-17,2021,41,5373,75,94,3103465
Bayern,35-59,2021-10-17,2021,41,5371,175,94,4601435
Bayern,60-79,2021-10-17,2021,41,1359,186,94,2743938
Bayern,80+,2021-10-17,2021,41,520,164,94,871866
Berlin,00-04,2021-10-17,2021,41,140,2,94,191397
Berlin,05-14,2021-10-17,2021,41,608,4,94,332599
Berlin,15-34,2021-10-17,2021,41,1198,22,94,947650
Berlin,35-59,2021-10-17,2021,41,1134,38,94,1275540
Berlin,60-79,2021-10-17,2021,41,255,36,94,694774
Berlin,80+,2021-10-17,2021,41,85,34,94,221362
Brandenburg,00-04,2021-10-17,2021,41,52,1,94,108401
Brandenburg,05-14,2021-10-17,2021,41,306,1,94,231502
Brandenburg,15-34,2021-10-17,2021,41,340,5,94,435611
Brandenburg,35-59,2021-10-17,2021,41,560,15,94,908807
Brandenburg,60-79,2021-10-17,2021,41,163,24,94,638658
Brandenburg,80+,2021-10-17,2021,41,63,21,94,208572
Bremen,00-04,2021-10-17,2021,41,13,0,94,34034
Bremen,05-14,2021-10-17,2021,41,86,0,94,60178
Bremen,15-34,2021-10-17,2021,41,171,3,94,172904
Bremen,35-59,2021-10-17,2021,41,187,11,94,225427
Bremen,60-79,2021-10-17,2021,41,40,13,94,140249
Bremen,80+,2021-10-17,2021,41,15,7,94,47379
Hamburg,00-04,2021-10-17,2021,41,41,2,94,99224
Hamburg,05-14,2021-10-17,2021,41,175,1,94,166713
Hamburg,15-34,2021-10-17,2021,41,498,11,94,493650
Hamburg,35-59,2021-10-17,2021,41,420,15,94,654824
Hamburg,60-79,2021-10-17,2021,41,96,18,94,325912
Hamburg,80+,2021-10-17,2021,41,34,9,94,112515
Hessen,00-04,2021-10-17,2021,41,126,4,94,304428
Hessen,05-14,2021-10-17,2021,41,496,7,94,579964
Hessen,15-34,2021-10-17,2021,41,1188,22,94,1469929
Hessen,35-59,2021-10-17,2021,41,1372,74,94,2193749
Hessen,60-79,2021-10-17,2021,41,383,64,94,1320559
Hessen,80+,2021-10-17,2021,41,125,49,94,422139
Mecklenburg-Vorpommern,00-04,2021-10-17,2021,41,28,2,94,66216
Mecklenburg-Vorpommern,05-14,2021-10-17,2021,41,185,0,94,140750
Mecklenburg-Vorpommern,15-34,2021-10-17,2021,41,221,4,94,295487
Mecklenburg-Vorpommern,35-59,2021-10-17,2021,41,388,13,94,554265
Mecklenburg-Vorpommern,60-79,2021-10-17,2021,41,101,16,94,420800
Mecklenburg-Vorpommern,80+,2021-10-17,2021,41,42,10,94,133378
Niedersachsen,00-04,2021-10-17,2021,41,165,3,94,380629
Niedersachsen,05-14,2021-10-17,2021,41,737,1,94,724185
Niedersachsen,15-34,2021-10-17,2021,41,1270,31,94,1803724
Niedersachsen,35-59,2021-10-17,2021,41,1352,57,94,2728615
Niedersachsen,60-79,2021-10-17,2021,41,394,57,94,1769714
Niedersachsen,80+,2021-10-17,2021,41,114,25,94,580572
Nordrhein-Westfalen,00-04,2021-10-17,2021,41,280,13,94,875319
Nordrhein-Westfalen,05-14,2021-10-17,2021,41,1199,9,94,1649725
Nordrhein-Westfalen,15-34,2021-10-17,2021,41,2977,81,94,4197591
Nordrhein-Westfalen,35-59,2021-10-17,2021,41,3186,166,94,6141151
Nordrhein-Westfalen,60-79,2021-10-17,2021,41,999,176,94,3823400
Nordrhein-Westfalen,80+,2021-10-17,2021,41,429,163,94,1262725
Rheinland-Pfalz,00-04,2021-10-17,2021,41,109,3,94,195044
Rheinland-Pfalz,05-14,2021-10-17,2021,41,365,2,94,366538
Rheinland-Pfalz,15-34,2021-10-17,2021,41,693,17,94,916852
Rheinland-Pfalz,35-59,2021-10-17,2021,41,795,36,94,1404114
Rheinland-Pfalz,60-79,2021-10-17,2021,41,229,26,94,923831
Rheinland-Pfalz,80+,2021-10-17,2021,41,67,18,94,293640
Saarland,00-04,2021-10-17,2021,41,29,2,94,41350
Saarland,05-14,2021-10-17,2021,41,183,0,94,80000
Saarland,15-34,2021-10-17,2021,41,147,3,94,212117
Saarland,35-59,2021-10-17,2021,41,181,6,94,330038
Saarland,60-79,2021-10-17,2021,41,57,6,94,243324
Saarland,80+,2021-10-17,2021,41,18,2,94,78108
Sachsen,00-04,2021-10-17,2021,41,92,2,94,180790
Sachsen,05-14,2021-10-17,2021,41,1111,1,94,366870
Sachsen,15-34,2021-10-17,2021,41,1317,16,94,785543
Sachsen,35-59,2021-10-17,2021,41,1951,40,94,1357685
Sachsen,60-79,2021-10-17,2021,41,642,71,94,1009578
Sachsen,80+,2021-10-17,2021,41,243,70,94,361502
Sachsen-Anhalt,00-04,2021-10-17,2021,41,52,2,94,87877
Sachsen-Anhalt,05-14,2021-10-17,2021,41,463,2,94,182524
Sachsen-Anhalt,15-34,2021-10-17,2021,41,372,9,94,394869
Sachsen-Anhalt,35-59,2021-10-17,2021,41,492,15,94,745827
Sachsen-Anhalt,60-79,2021-10-17,2021,41,144,29,94,585321
Sachsen-Anhalt,80+,2021-10-17,2021,41,73,20,94,191330
Schleswig-Holstein,00-04,2021-10-17,2021,41,28,0,94,129800
Schleswig-Holstein,05-14,2021-10-17,2021,41,127,2,94,261702
Schleswig-Holstein,15-34,2021-10-17,2021,41,273,5,94,627902
Schleswig-Holstein,35-59,2021-10-17,2021,41,317,13,94,1006281
Schleswig-Holstein,60-79,2021-10-17,2021,41,69,17,94,663225
Schleswig-Holstein,80+,2021-10-17,2021,41,36,13,94,220518
Thueringen,00-04,2021-10-17,2021,41,69,1,94,87718
Thueringen,05-14,2021-10-17,2021,41,697,4,94,184533
Thueringen,15-34,2021-10-17,2021,41,740,6,94,386793
Thueringen,35-59,2021-10-17,2021,41,996,29,94,720476
Thueringen,60-79,2021-10-17,2021,41,344,51,94,558709
Thueringen,80+,2021-10-17,2021,41,185,58,94,179123
Baden-Wuerttemberg,00-04,2021-10-24,2021,42,411,17,95,549986
Baden-Wuerttemberg,05-14,2021-10-24,2021,42,2966,10,95,1014378
Baden-Wuerttemberg,15-34,2021-10-24,2021,42,4942,77,95,2678250
Baden-Wuerttemberg,35-59,2021-10-24,2021,42,5576,199,95,3822725
Baden-Wuerttemberg,60-79,2021-10-24,2021,42,1720,260,95,2286835
Baden-Wuerttemberg,80+,2021-10-24,2021,42,626,224,95,751989
Bayern,00-04,2021-10-24,2021,42,667,17,95,650503
Bayern,05-14,2021-10-24,2021,42,4910,9,95,1157241
Bayern,15-34,2021-10-24,2021,42,8469,104,95,3103465
Bayern,35-59,2021-10-24,2021,42,8855,267,95,4601435
Bayern,60-79,2021-10-24,2021,42,2436,288,95,2743938
Bayern,80+,2021-10-24,2021,42,854,290,95,871866
Berlin,00-04,2021-10-24,2021,42,148,2,95,191397
Berlin,05-14,2021-10-24,2021,42,662,2,95,332599
Berlin,15-34,2021-10-24,2021,42,1507,23,95,947650
Berlin,35-59,2021-10-24,2021,42,1647,46,95,1275540
Berlin,60-79,2021-10-24,2021,42,393,86,95,694774
Berlin,80+,2021-10-24,2021,42,131,53,95,221362
Brandenburg,00-04,2021-10-24,2021,42,85,2,95,108401
Brandenburg,05-14,2021-10-24,2021,42,381,0,95,231502
Brandenburg,15-34,2021-10-24,2021,42,541,10,95,435611
Brandenburg,35-59,2021-10-24,2021,42,904,32,95,908807
Brandenburg,60-79,2021-10-24,2021,42,266,35,95,638658
Brandenburg,80+,2021-10-24,2021,42,105,32,95,208572
Bremen,00-04,2021-10-24,2021,42,15,1,95,34034
Bremen,05-14,2021-10-24,2021,42,79,3,95,60178
Bremen,15-34,2021-10-24,2021,42,136,10,95,172904
Bremen,35-59,2021-10-24,2021,42,167,8,95,225427
Bremen,60-79,2021-10-24,2021,42,45,11,95,140249
Bremen,80+,2021-10-24,2021,42,10,3,95,47379
Hamburg,00-04,2021-10-24,2021,42,78,2,95,99224
Hamburg,05-14,2021-10-24,2021,42,402,2,95,166713
Hamburg,15-34,2021-10-24,2021,42,660,7,95,493650
Hamburg,35-59,2021-10-24,2021,42,633,17,95,654824
Hamburg,60-79,2021-10-24,2021,42,185,22,95,325912
Hamburg,80+,2021-10-24,2021,42,101,29,95,112515
Hessen,00-04,2021-10-24,2021,42,156,8,95,304428
Hessen,05-14,2021-10-24,2021,42,635,6,95,579964
Hessen,15-34,2021-10-24,2021,42,1607,43,95,1469929
Hessen,35-59,2021-10-24,2021,42,1966,82,95,2193749
Hessen,60-79,2021-10-24,2021,42,574,81,95,1320559
Hessen,80+,2021-10-24,2021,42,255,78,95,422139
Mecklenburg-Vorpommern,00-04,2021-10-24,2021,42,47,0,95,66216
Mecklenburg-Vorpommern,05-14,2021-10-24,2021,42,250,1,95,140750
Mecklenburg-Vorpommern,15-34,2021-10-24,2021,42,306,3,95,295487
Mecklenburg-Vorpommern,35-59,2021-10-24,2021,42,389,14,95,554265
Mecklenburg-Vorpommern,60-79,2021-10-24,2021,42,154,18,95,420800
Mecklenburg-Vorpommern,80+,2021-10-24,2021,42,67,21,95,133378
Niedersachsen,00-04,2021-10-24,2021,42,151,0,95,380629
Niedersachsen,05-14,2021-10-24,2021,42,693,2,95,724185
Niedersachsen,15-34,2021-10-24,2021,42,1596,23,95,1803724
Niedersachsen,35-59,2021-10-24,2021,42,1918,61,95,2728615
Niedersachsen,60-79,2021-10-24,2021,42,570,58,95,1769714
Niedersachsen,80+,2021-10-24,2021,42,217,60,95,580572
Nordrhein-Westfalen,00-04,2021-10-24,2021,42,396,17,95,875319
Nordrhein-Westfalen,05-14,2021-10-24,2021,42,1607,8,95,1649725
Nordrhein-Westfalen,15-34,2021-10-24,2021,42,4298,109,95,4197591
Nordrhein-Westfalen,35-59,2021-10-24,2021,42,4662,221,95,6141151
Nordrhein-Westfalen,60-79,2021-10-24,2021,42,1627,284,95,3823400
Nordrhein-Westfalen,80+,2021-10-24,2021,42,582,229,95,1262725
Rheinland-Pfalz,00-04,2021-10-24,2021,42,149,7,95,195044
Rheinland-Pfalz,05-14,2021-10-24,2021,42,452,1,95,366538
Rheinland-Pfalz,15-34,2021-10-24,2021,42,915,29,95,916852
Rheinland-Pfalz,35-59,2021-10-24,2021,42,1099,69,95,1404114
Rheinland-Pfalz,60-79,2021-10-24,2021,42,380,69,95,923831
Rheinland-Pfalz,80+,2021-10-24,2021,42,160,49,95,293640
Saarland,00-04,2021-10-24,2021,42,27,1,95,41350
Saarland,05-14,2021-10-24,2021,42,133,0,95,80000
Saarland,15-34,2021-10-24,2021,42,114,2,95,212117
Saarland,35-59,2021-10-24,2021,42,176,7,95,330038
Saarland,60-79,2021-10-24,2021,42,63,6,95,243324
Saarland,80+,2021-10-24,2021,42,11,6,95,78108
Sachsen,00-04,2021-10-24,2021,42,143,2,95,180790
Sachsen,05-14,2021-10-24,2021,42,1298,3,95,366870
Sachsen,15-34,2021-10-24,2021,42,2205,24,95,785543
Sachsen,35-59,2021-10-24,2021,42,3391,68,95,1357685
Sachsen,60-79,2021-10-24,2021,42,1140,121,95,1009578
Sachsen,80+,2021-10-24,2021,42,516,135,95,361502
Sachsen-Anhalt,00-04,2021-10-24,2021,42,56,1,95,87877
Sachsen-Anhalt,05-14,2021-10-24,2021,42,542,5,95,182524
Sachsen-Anhalt,15-34,2021-10-24,2021,42,537,7,95,394869
Sachsen-Anhalt,35-59,2021-10-24,2021,42,770,26,95,745827
Sachsen-Anhalt,60-79,2021-10-24,2021,42,246,36,95,585321
Sachsen-Anhalt,80+,2021-10-24,2021,42,116,36,95,191330
Schleswig-Holstein,00-04,2021-10-24,2021,42,68,3,95,129800
Schleswig-Holstein,05-14,2021-10-24,2021,42,359,6,95,261702
Schleswig-Holstein,15-34,2021-10-24,2021,42,456,17,95,627902
Schleswig-Holstein,35-59,2021-10-24,2021,42,562,30,95,1006281
Schleswig-Holstein,60-79,2021-10-24,2021,42,181,20,95,663225
Schleswig-Holstein,80+,2021-10-24,2021,42,102,23,95,220518
Thueringen,00-04,2021-10-24,2021,42,110,3,95,87718
Thueringen,05-14,2021-10-24,2021,42,1052,0,95,184533
Thueringen,15-34,2021-10-24,2021,42,1204,19,95,386793
Thueringen,35-59,2021-10-24,2021,42,1693,54,95,720476
Thueringen,60-79,2021-10-24,2021,42,529,111,95,558709
Thueringen,80+,2021-10-24,2021,42,318,103,95,179123
Baden-Wuerttemberg,00-04,2021-10-31,2021,43,510,10,96,549986
Baden-Wuerttemberg,05-14,2021-10-31,2021,43,4412,11,96,1014378
Baden-Wuerttemberg,15-34,2021-10-31,2021,43,6669,82,96,2678250
Baden-Wuerttemberg,35-59,2021-10-31,2021,43,7706,269,96,3822725
Baden-Wuerttemberg,60-79,2021-10-31,2021,43,2420,301,96,2286835
Baden-Wuerttemberg,80+,2021-10-31,2021,43,809,245,96,751989
Bayern,00-04,2021-10-31,2021,43,845,18,96,650503
Bayern,05-14,2021-10-31,2021,43,6260,12,96,1157241
Bayern,15-34,2021-10-31,2021,43,11325,103,96,3103465
Bayern,35-59,2021-10-31,2021,43,12642,362,96,4601435
Bayern,60-79,2021-10-31,2021,43,3845,429,96,2743938
Bayern,80+,2021-10-31,2021,43,1293,372,96,871866
Berlin,00-04,2021-10-31,2021,43,204,6,96,191397
Berlin,05-14,2021-10-31,2021,43,997,7,96,332599
Berlin,15-34,2021-10-31,2021,43,1902,29,96,947650
Berlin,35-59,2021-10-31,2021,43,1896,62,96,1275540
Berlin,60-79,2021-10-31,2021,43,554,79,96,694774
Berlin,80+,2021-10-31,2021,43,152,65,96,221362
Brandenburg,00-04,2021-10-31,2021,43,95,1,96,108401
Brandenburg,05-14,2021-10-31,2021,43,578,2,96,231502
Brandenburg,15-34,2021-10-31,2021,43,720,8,96,435611
Brandenburg,35-59,2021-10-31,2021,43,1331,25,96,908807
Brandenburg,60-79,2021-10-31,2021,43,485,51,96,638658
Brandenburg,80+,2021-10-31,2021,43,232,56,96,208572
Bremen,00-04,2021-10-31,2021,43,21,0,96,34034
Bremen,05-14,2021-10-31,2021,43,76,1,96,60178
