Impfdatum,Impfschutz,Bundesland,population,Anzahl
2021-11-10,2,Rheinland-Pfalz,4100019,3475
2021-11-10,2,Saarland,984937,744
2021-11-10,2,Sachsen,4061968,3250
2021-11-10,2,Sachsen-Anhalt,2187748,2032
2021-11-10,2,Schleswig-Holstein,2909428,2698
2021-11-10,2,Thueringen,2117352,1675
2021-11-10,3,Baden-Wuerttemberg,11104163,26395
2021-11-10,3,Bayern,13128448,40451
2021-11-10,3,Berlin,3663322,12796
2021-11-10,3,Brandenburg,2531551,7287
2021-11-10,3,Bremen,680171,2701
2021-11-10,3,Hamburg,1852838,5104
2021-11-10,3,Hessen,6290768,18806
2021-11-10,3,Mecklenburg-Vorpommern,1610896,4817
2021-11-10,3,Niedersachsen,7987439,27977
2021-11-10,3,Nordrhein-Westfalen,17949911,60388
2021-11-10,3,Rheinland-Pfalz,4100019,13195
2021-11-10,3,Saarland,984937,3818
2021-11-10,3,Sachsen,4061968,13625
2021-11-10,3,Sachsen-Anhalt,2187748,6267
2021-11-10,3,Schleswig-Holstein,2909428,13144
2021-11-10,3,Thueringen,2117352,9374
2021-11-11,2,Baden-Wuerttemberg,11104163,10242
2021-11-11,2,Bayern,13128448,13516
2021-11-11,2,Berlin,3663322,3042
2021-11-11,2,Brandenburg,2531551,2231
2021-11-11,2,Bremen,680171,592
2021-11-11,2,Hamburg,1852838,1637
2021-11-11,2,Hessen,6290768,4829
2021-11-11,2,Mecklenburg-Vorpommern,1610896,1731
2021-11-11,2,Niedersachsen,7987439,9526
2021-11-11,2,Nordrhein-Westfalen,17949911,16651
2021-11-11,2,Rheinland-Pfalz,4100019,3067
2021-11-11,2,Saarland,984937,819
2021-11-11,2,Sachsen,4061968,3474
2021-11-11,2,Sachsen-Anhalt,2187748,2889
2021-11-11,2,Schleswig-Holstein,2909428,2624
2021-11-11,2,Thueringen,2117352,2177
2021-11-11,3,Baden-Wuerttemberg,11104163,27968
2021-11-11,3,Bayern,13128448,42634
2021-11-11,3,Berlin,3663322,13222
2021-11-11,3,Brandenburg,2531551,7362
2021-11-11,3,Bremen,680171,2630
2021-11-11,3,Hamburg,1852838,5497
2021-11-11,3,Hessen,6290768,17714
2021-11-11,3,Mecklenburg-Vorpommern,1610896,5281
2021-11-11,3,Niedersachsen,7987439,27857
2021-11-11,3,Nordrhein-Westfalen,17949911,64229
2021-11-11,3,Rheinland-Pfalz,4100019,12279
2021-11-11,3,Saarland,984937,3762
2021-11-11,3,Sachsen,4061968,13709
2021-11-11,3,Sachsen-Anhalt,2187748,7452
2021-11-11,3,Schleswig-Holstein,2909428,11580
2021-11-11,3,Thueringen,2117352,10285
2021-11-12,2,Baden-Wuerttemberg,11104163,10083
2021-11-12,2,Bayern,13128448,13609
2021-11-12,2,Berlin,3663322,3844
2021-11-12,2,Brandenburg,2531551,1456
2021-11-12,2,Bremen,680171,537
2021-11-12,2,Hamburg,1852838,1536
2021-11-12,2,Hessen,6290768,4155
2021-11-12,2,Mecklenburg-Vorpommern,1610896,1449
2021-11-12,2,Niedersachsen,7987439,5887
2021-11-12,2,Nordrhein-Westfalen,17949911,5331
2021-11-12,2,Rheinland-Pfalz,4100019,2109
2021-11-12,2,Saarland,984937,781
2021-11-12,2,Sachsen,4061968,2175
2021-11-12,2,Sachsen-Anhalt,2187748,1716
2021-11-12,2,Schleswig-Holstein,2909428,1526
2021-11-12,2,Thueringen,2117352,1067
2021-11-12,3,Baden-Wuerttemberg,11104163,30272
2021-11-12,3,Bayern,13128448,44213
2021-11-12,3,Berlin,3663322,11302
2021-11-12,3,Brandenburg,2531551,6333
2021-11-12,3,Bremen,680171,2342
2021-11-12,3,Hamburg,1852838,5686
2021-11-12,3,Hessen,6290768,15115
2021-11-12,3,Mecklenburg-Vorpommern,1610896,5493
2021-11-12,3,Niedersachsen,7987439,26052
2021-11-12,3,Nordrhein-Westfalen,17949911,28385
2021-11-12,3,Rheinland-Pfalz,4100019,10553
2021-11-12,3,Saarland,984937,3786
2021-11-12,3,Sachsen,4061968,10904
2021-11-12,3,Sachsen-Anhalt,2187748,5890
2021-11-12,3,Schleswig-Holstein,2909428,8290
2021-11-12,3,Thueringen,2117352,8131
2021-11-13,2,Baden-Wuerttemberg,11104163,3075
2021-11-13,2,Bayern,13128448,5806
2021-11-13,2,Berlin,3663322,1270
2021-11-13,2,Brandenburg,2531551,129
2021-11-13,2,Bremen,680171,70
2021-11-13,2,Hamburg,1852838,1066
2021-11-13,2,Hessen,6290768,1182
2021-11-13,2,Mecklenburg-Vorpommern,1610896,83
2021-11-13,2,Niedersachsen,7987439,975
2021-11-13,2,Nordrhein-Westfalen,17949911,2441
2021-11-13,2,Rheinland-Pfalz,4100019,382
2021-11-13,2,Saarland,984937,231
2021-11-13,2,Sachsen,4061968,999
2021-11-13,2,Sachsen-Anhalt,2187748,330
2021-11-13,2,Schleswig-Holstein,2909428,458
2021-11-13,2,Thueringen,2117352,1428
2021-11-13,3,Baden-Wuerttemberg,11104163,9631
2021-11-13,3,Bayern,13128448,12194
2021-11-13,3,Berlin,3663322,3801
2021-11-13,3,Brandenburg,2531551,619
2021-11-13,3,Bremen,680171,591
2021-11-13,3,Hamburg,1852838,1245
2021-11-13,3,Hessen,6290768,3477
2021-11-13,3,Mecklenburg-Vorpommern,1610896,233
2021-11-13,3,Niedersachsen,7987439,3659
2021-11-13,3,Nordrhein-Westfalen,17949911,9855
2021-11-13,3,Rheinland-Pfalz,4100019,1791
2021-11-13,3,Saarland,984937,1174
2021-11-13,3,Sachsen,4061968,3877
2021-11-13,3,Sachsen-Anhalt,2187748,1762
2021-11-13,3,Schleswig-Holstein,2909428,2201
2021-11-13,3,Thueringen,2117352,4705
2021-11-14,2,Baden-Wuerttemberg,11104163,2199
2021-11-14,2,Bayern,13128448,2289
2021-11-14,2,Berlin,3663322,887
2021-11-14,2,Brandenburg,2531551,111
2021-11-14,2,Hamburg,1852838,328
2021-11-14,2,Hessen,6290768,1062
2021-11-14,2,Mecklenburg-Vorpommern,1610896,42
2021-11-14,2,Niedersachsen,7987439,486
2021-11-14,2,Nordrhein-Westfalen,17949911,899
2021-11-14,2,Rheinland-Pfalz,4100019,438
2021-11-14,2,Saarland,984937,5
2021-11-14,2,Sachsen,4061968,90
2021-11-14,2,Sachsen-Anhalt,2187748,337
2021-11-14,2,Schleswig-Holstein,2909428,6
2021-11-14,2,Thueringen,2117352,75
2021-11-14,3,Baden-Wuerttemberg,11104163,7500
2021-11-14,3,Bayern,13128448,6448
2021-11-14,3,Berlin,3663322,2942
2021-11-14,3,Brandenburg,2531551,446
2021-11-14,3,Hamburg,1852838,780
2021-11-14,3,Hessen,6290768,2133
2021-11-14,3,Mecklenburg-Vorpommern,1610896,153
2021-11-14,3,Niedersachsen,7987439,1310
2021-11-14,3,Nordrhein-Westfalen,17949911,4387
2021-11-14,3,Rheinland-Pfalz,4100019,983
2021-11-14,3,Saarland,984937,76
2021-11-14,3,Sachsen,4061968,741
2021-11-14,3,Sachsen-Anhalt,2187748,783
2021-11-14,3,Schleswig-Holstein,2909428,74
2021-11-14,3,Thueringen,2117352,427
2021-11-15,2,Baden-Wuerttemberg,11104163,3785
2021-11-15,2,Bayern,13128448,8141
2021-11-15,2,Berlin,3663322,6912
2021-11-15,2,Brandenburg,2531551,1077
2021-11-15,2,Bremen,680171,372
2021-11-15,2,Hamburg,1852838,1052
2021-11-15,2,Hessen,6290768,2747
2021-11-15,2,Mecklenburg-Vorpommern,1610896,890
2021-11-15,2,Niedersachsen,7987439,3372
2021-11-15,2,Nordrhein-Westfalen,17949911,7454
2021-11-15,2,Rheinland-Pfalz,4100019,1483
2021-11-15,2,Saarland,984937,373
2021-11-15,2,Sachsen,4061968,1499
2021-11-15,2,Sachsen-Anhalt,2187748,892
2021-11-15,2,Schleswig-Holstein,2909428,723
2021-11-15,2,Thueringen,2117352,476
2021-11-15,3,Baden-Wuerttemberg,11104163,16439
2021-11-15,3,Bayern,13128448,31251
2021-11-15,3,Berlin,3663322,10086
2021-11-15,3,Brandenburg,2531551,4570
2021-11-15,3,Bremen,680171,2211
2021-11-15,3,Hamburg,1852838,3803
2021-11-15,3,Hessen,6290768,11450
2021-11-15,3,Mecklenburg-Vorpommern,1610896,3690
2021-11-15,3,Niedersachsen,7987439,17474
2021-11-15,3,Nordrhein-Westfalen,17949911,32859
2021-11-15,3,Rheinland-Pfalz,4100019,7683
2021-11-15,3,Saarland,984937,2495
2021-11-15,3,Sachsen,4061968,8610
2021-11-15,3,Sachsen-Anhalt,2187748,4595
2021-11-15,3,Schleswig-Holstein,2909428,5086
2021-11-15,3,Thueringen,2117352,2673
2021-11-16,2,Baden-Wuerttemberg,11104163,9129
2021-11-16,2,Bayern,13128448,12045
2021-11-16,2,Berlin,3663322,3883
2021-11-16,2,Brandenburg,2531551,1995
2021-11-16,2,Bremen,680171,381
2021-11-16,2,Hamburg,1852838,1315
2021-11-16,2,Hessen,6290768,4546
2021-11-16,2,Mecklenburg-Vorpommern,1610896,988
2021-11-16,2,Niedersachsen,7987439,6869
2021-11-16,2,Nordrhein-Westfalen,17949911,18272
2021-11-16,2,Rheinland-Pfalz,4100019,2465
2021-11-16,2,Saarland,984937,720
2021-11-16,2,Sachsen,4061968,2527
2021-11-16,2,Sachsen-Anhalt,2187748,1970
2021-11-16,2,Schleswig-Holstein,2909428,238
2021-11-16,2,Thueringen,2117352,2092
2021-11-16,3,Baden-Wuerttemberg,11104163,33544
2021-11-16,3,Bayern,13128448,55892
2021-11-16,3,Berlin,3663322,15406
2021-11-16,3,Brandenburg,2531551,10310
2021-11-16,3,Bremen,680171,2826
2021-11-16,3,Hamburg,1852838,5980
2021-11-16,3,Hessen,6290768,20234
2021-11-16,3,Mecklenburg-Vorpommern,1610896,5786
2021-11-16,3,Niedersachsen,7987439,33423
2021-11-16,3,Nordrhein-Westfalen,17949911,100169
2021-11-16,3,Rheinland-Pfalz,4100019,15514
2021-11-16,3,Saarland,984937,5621
2021-11-16,3,Sachsen,4061968,17372
2021-11-16,3,Sachsen-Anhalt,2187748,8582
2021-11-16,3,Schleswig-Holstein,2909428,1796
2021-11-16,3,Thueringen,2117352,11615
2021-11-17,2,Baden-Wuerttemberg,11104163,9743
2021-11-17,2,Bayern,13128448,12560
2021-11-17,2,Berlin,3663322,3277
2021-11-17,2,Brandenburg,2531551,2011
2021-11-17,2,Bremen,680171,526
2021-11-17,2,Hamburg,1852838,1736
2021-11-17,2,Hessen,6290768,5379
2021-11-17,2,Mecklenburg-Vorpommern,1610896,1746
2021-11-17,2,Niedersachsen,7987439,7126
2021-11-17,2,Nordrhein-Westfalen,17949911,14981
2021-11-17,2,Rheinland-Pfalz,4100019,3227
2021-11-17,2,Saarland,984937,740
2021-11-17,2,Sachsen,4061968,386
2021-11-17,2,Sachsen-Anhalt,2187748,2004
2021-11-17,2,Schleswig-Holstein,2909428,3891
2021-11-17,2,Thueringen,2117352,1381
2021-11-17,3,Baden-Wuerttemberg,11104163,44685
2021-11-17,3,Bayern,13128448,68121
2021-11-17,3,Berlin,3663322,18943
2021-11-17,3,Brandenburg,2531551,12325
2021-11-17,3,Bremen,680171,3494
2021-11-17,3,Hamburg,1852838,6972
2021-11-17,3,Hessen,6290768,27779
2021-11-17,3,Mecklenburg-Vorpommern,1610896,9486
2021-11-17,3,Niedersachsen,7987439,45594
2021-11-17,3,Nordrhein-Westfalen,17949911,99124
2021-11-17,3,Rheinland-Pfalz,4100019,19056
2021-11-17,3,Saarland,984937,6153
2021-11-17,3,Sachsen,4061968,2617
2021-11-17,3,Sachsen-Anhalt,2187748,11732
2021-11-17,3,Schleswig-Holstein,2909428,28634
2021-11-17,3,Thueringen,2117352,11676
2021-11-18,2,Baden-Wuerttemberg,11104163,9448
2021-11-18,2,Bayern,13128448,12768
2021-11-18,2,Berlin,3663322,3629
2021-11-18,2,Brandenburg,2531551,2142
2021-11-18,2,Bremen,680171,556
2021-11-18,2,Hamburg,1852838,2130
2021-11-18,2,Hessen,6290768,5102
2021-11-18,2,Mecklenburg-Vorpommern,1610896,1770
2021-11-18,2,Niedersachsen,7987439,7680
2021-11-18,2,Nordrhein-Westfalen,17949911,16629
2021-11-18,2,Rheinland-Pfalz,4100019,3134
2021-11-18,2,Saarland,984937,721
2021-11-18,2,Sachsen,4061968,3077
2021-11-18,2,Sachsen-Anhalt,2187748,2276
2021-11-18,2,Schleswig-Holstein,2909428,2075
2021-11-18,2,Thueringen,2117352,2120
2021-11-18,3,Baden-Wuerttemberg,11104163,44943
2021-11-18,3,Bayern,13128448,73227
2021-11-18,3,Berlin,3663322,19987
2021-11-18,3,Brandenburg,2531551,13423
2021-11-18,3,Bremen,680171,3718
2021-11-18,3,Hamburg,1852838,9730
2021-11-18,3,Hessen,6290768,26978
2021-11-18,3,Mecklenburg-Vorpommern,1610896,9606
2021-11-18,3,Niedersachsen,7987439,45300
2021-11-18,3,Nordrhein-Westfalen,17949911,106498
2021-11-18,3,Rheinland-Pfalz,4100019,17220
2021-11-18,3,Saarland,984937,6292
2021-11-18,3,Sachsen,4061968,19390
2021-11-18,3,Sachsen-Anhalt,2187748,12139
2021-11-18,3,Schleswig-Holstein,2909428,15550
2021-11-18,3,Thueringen,2117352,13635
2021-11-19,2,Baden-Wuerttemberg,11104163,9271
2021-11-19,2,Bayern,13128448,16698
2021-11-19,2,Berlin,3663322,2780
2021-11-19,2,Brandenburg,2531551,1669
2021-11-19,2,Bremen,680171,482
2021-11-19,2,Hamburg,1852838,2219
2021-11-19,2,Hessen,6290768,4118
2021-11-19,2,Mecklenburg-Vorpommern,1610896,1467
2021-11-19,2,Niedersachsen,7987439,5448
2021-11-19,2,Nordrhein-Westfalen,17949911,13246
2021-11-19,2,Rheinland-Pfalz,4100019,2564
2021-11-19,2,Saarland,984937,700
2021-11-19,2,Sachsen,4061968,1930
2021-11-19,2,Sachsen-Anhalt,2187748,1566
2021-11-19,2,Schleswig-Holstein,2909428,1548
2021-11-19,2,Thueringen,2117352,1667
2021-11-19,3,Baden-Wuerttemberg,11104163,48354
2021-11-19,3,Bayern,13128448,71975
2021-11-19,3,Berlin,3663322,19081
2021-11-19,3,Brandenburg,2531551,10997
2021-11-19,3,Bremen,680171,4013
2021-11-19,3,Hamburg,1852838,9859
2021-11-19,3,Hessen,6290768,25331
2021-11-19,3,Mecklenburg-Vorpommern,1610896,8525
2021-11-19,3,Niedersachsen,7987439,37949
2021-11-19,3,Nordrhein-Westfalen,17949911,95115
2021-11-19,3,Rheinland-Pfalz,4100019,17511
2021-11-19,3,Saarland,984937,6745
2021-11-19,3,Sachsen,4061968,16987
2021-11-19,3,Sachsen-Anhalt,2187748,11487
2021-11-19,3,Schleswig-Holstein,2909428,13657
2021-11-19,3,Thueringen,2117352,10446
2021-11-20,2,Baden-Wuerttemberg,11104163,3707
2021-11-20,2,Bayern,13128448,7455
2021-11-20,2,Berlin,3663322,1429
2021-11-20,2,Brandenburg,2531551,269
2021-11-20,2,Bremen,680171,100
2021-11-20,2,Hamburg,1852838,1181
2021-11-20,2,Hessen,6290768,1599
2021-11-20,2,Mecklenburg-Vorpommern,1610896,92
2021-11-20,2,Niedersachsen,7987439,787
2021-11-20,2,Nordrhein-Westfalen,17949911,4255
2021-11-20,2,Rheinland-Pfalz,4100019,801
2021-11-20,2,Saarland,984937,412
2021-11-20,2,Sachsen,4061968,915
2021-11-20,2,Sachsen-Anhalt,2187748,505
2021-11-20,2,Schleswig-Holstein,2909428,546
2021-11-20,2,Thueringen,2117352,2355
2021-11-20,3,Baden-Wuerttemberg,11104163,25298
2021-11-20,3,Bayern,13128448,31266
2021-11-20,3,Berlin,3663322,8974
2021-11-20,3,Brandenburg,2531551,3887
2021-11-20,3,Bremen,680171,1285
2021-11-20,3,Hamburg,1852838,2193
2021-11-20,3,Hessen,6290768,7473
2021-11-20,3,Mecklenburg-Vorpommern,1610896,656
2021-11-20,3,Niedersachsen,7987439,8212
2021-11-20,3,Nordrhein-Westfalen,17949911,36665
2021-11-20,3,Rheinland-Pfalz,4100019,4190
2021-11-20,3,Saarland,984937,1543
2021-11-20,3,Sachsen,4061968,6635
2021-11-20,3,Sachsen-Anhalt,2187748,3939
2021-11-20,3,Schleswig-Holstein,2909428,5394
2021-11-20,3,Thueringen,2117352,5286
2021-11-21,2,Baden-Wuerttemberg,11104163,2393
2021-11-21,2,Bayern,13128448,3060
2021-11-21,2,Berlin,3663322,923
2021-11-21,2,Brandenburg,2531551,20
2021-11-21,2,Hamburg,1852838,735
2021-11-21,2,Hessen,6290768,708
2021-11-21,2,Mecklenburg-Vorpommern,1610896,7
2021-11-21,2,Niedersachsen,7987439,664
2021-11-21,2,Nordrhein-Westfalen,17949911,2382
2021-11-21,2,Rheinland-Pfalz,4100019,237
2021-11-21,2,Saarland,984937,13
2021-11-21,2,Sachsen,4061968,28
2021-11-21,2,Sachsen-Anhalt,2187748,123
2021-11-21,2,Schleswig-Holstein,2909428,56
2021-11-21,2,Thueringen,2117352,42
2021-11-21,3,Baden-Wuerttemberg,11104163,13872
2021-11-21,3,Bayern,13128448,13855
2021-11-21,3,Berlin,3663322,5337
2021-11-21,3,Brandenburg,2531551,423
2021-11-21,3,Bremen,680171,13
2021-11-21,3,Hamburg,1852838,1285
2021-11-21,3,Hessen,6290768,6849
2021-11-21,3,Mecklenburg-Vorpommern,1610896,140
2021-11-21,3,Niedersachsen,7987439,2153
2021-11-21,3,Nordrhein-Westfalen,17949911,18243
2021-11-21,3,Rheinland-Pfalz,4100019,2506
2021-11-21,3,Saarland,984937,176
2021-11-21,3,Sachsen,4061968,471
2021-11-21,3,Sachsen-Anhalt,2187748,1457
2021-11-21,3,Schleswig-Holstein,2909428,1304
2021-11-21,3,Thueringen,2117352,277
2021-11-22,2,Baden-Wuerttemberg,11104163,5628
2021-11-22,2,Bayern,13128448,6664
2021-11-22,2,Berlin,3663322,2240
2021-11-22,2,Brandenburg,2531551,1172
2021-11-22,2,Bremen,680171,271
2021-11-22,2,Hamburg,1852838,1660
2021-11-22,2,Hessen,6290768,2974
2021-11-22,2,Mecklenburg-Vorpommern,1610896,1109
2021-11-22,2,Niedersachsen,7987439,4352
2021-11-22,2,Nordrhein-Westfalen,17949911,10250
2021-11-22,2,Rheinland-Pfalz,4100019,1472
2021-11-22,2,Saarland,984937,519
2021-11-22,2,Sachsen,4061968,1680
2021-11-22,2,Sachsen-Anhalt,2187748,1146
2021-11-22,2,Schleswig-Holstein,2909428,811
2021-11-22,2,Thueringen,2117352,541
2021-11-22,3,Baden-Wuerttemberg,11104163,36419
2021-11-22,3,Bayern,13128448,56914
2021-11-22,3,Berlin,3663322,16392
2021-11-22,3,Brandenburg,2531551,9042
2021-11-22,3,Bremen,680171,3059
2021-11-22,3,Hamburg,1852838,6736
2021-11-22,3,Hessen,6290768,18072
2021-11-22,3,Mecklenburg-Vorpommern,1610896,7561
2021-11-22,3,Niedersachsen,7987439,34385
2021-11-22,3,Nordrhein-Westfalen,17949911,76124
2021-11-22,3,Rheinland-Pfalz,4100019,12061
2021-11-22,3,Saarland,984937,4866
2021-11-22,3,Sachsen,4061968,15067
2021-11-22,3,Sachsen-Anhalt,2187748,8856
2021-11-22,3,Schleswig-Holstein,2909428,8387
2021-11-22,3,Thueringen,2117352,5230
2021-11-23,2,Baden-Wuerttemberg,11104163,9148
2021-11-23,2,Bayern,13128448,12318
2021-11-23,2,Berlin,3663322,2946
2021-11-23,2,Brandenburg,2531551,2131
2021-11-23,2,Bremen,680171,451
2021-11-23,2,Hamburg,1852838,2222
2021-11-23,2,Hessen,6290768,5091
2021-11-23,2,Mecklenburg-Vorpommern,1610896,1528
2021-11-23,2,Niedersachsen,7987439,6301
2021-11-23,2,Nordrhein-Westfalen,17949911,16678
2021-11-23,2,Rheinland-Pfalz,4100019,3124
2021-11-23,2,Saarland,984937,1143
2021-11-23,2,Sachsen,4061968,2317
2021-11-23,2,Sachsen-Anhalt,2187748,2732
2021-11-23,2,Schleswig-Holstein,2909428,2002
2021-11-23,2,Thueringen,2117352,1640
2021-11-23,3,Baden-Wuerttemberg,11104163,62447
2021-11-23,3,Bayern,13128448,102643
2021-11-23,3,Berlin,3663322,23653
2021-11-23,3,Brandenburg,2531551,17720
2021-11-23,3,Bremen,680171,3718
2021-11-23,3,Hamburg,1852838,9344
2021-11-23,3,Hessen,6290768,32195
2021-11-23,3,Mecklenburg-Vorpommern,1610896,10453
2021-11-23,3,Niedersachsen,7987439,51239
2021-11-23,3,Nordrhein-Westfalen,17949911,135604
2021-11-23,3,Rheinland-Pfalz,4100019,23341
2021-11-23,3,Saarland,984937,8443
2021-11-23,3,Sachsen,4061968,20734
2021-11-23,3,Sachsen-Anhalt,2187748,16471
2021-11-23,3,Schleswig-Holstein,2909428,18546
2021-11-23,3,Thueringen,2117352,14029
2021-11-24,2,Baden-Wuerttemberg,11104163,11023
2021-11-24,2,Bayern,13128448,14204
2021-11-24,2,Berlin,3663322,3753
2021-11-24,2,Brandenburg,2531551,2291
2021-11-24,2,Bremen,680171,661
2021-11-24,2,Hamburg,1852838,2674
2021-11-24,2,Hessen,6290768,6463
2021-11-24,2,Mecklenburg-Vorpommern,1610896,1812
2021-11-24,2,Niedersachsen,7987439,9142
2021-11-24,2,Nordrhein-Westfalen,17949911,18030
2021-11-24,2,Rheinland-Pfalz,4100019,3945
2021-11-24,2,Saarland,984937,981
2021-11-24,2,Sachsen,4061968,4027
2021-11-24,2,Sachsen-Anhalt,2187748,2641
2021-11-24,2,Schleswig-Holstein,2909428,2533
2021-11-24,2,Thueringen,2117352,2356
2021-11-24,3,Baden-Wuerttemberg,11104163,70735
2021-11-24,3,Bayern,13128448,120716
2021-11-24,3,Berlin,3663322,29776
2021-11-24,3,Brandenburg,2531551,20513
2021-11-24,3,Bremen,680171,4686
2021-11-24,3,Hamburg,1852838,12239
2021-11-24,3,Hessen,6290768,43578
2021-11-24,3,Mecklenburg-Vorpommern,1610896,12877
2021-11-24,3,Niedersachsen,7987439,68874
2021-11-24,3,Nordrhein-Westfalen,17949911,168574
2021-11-24,3,Rheinland-Pfalz,4100019,36650
2021-11-24,3,Saarland,984937,8900
2021-11-24,3,Sachsen,4061968,35704
2021-11-24,3,Sachsen-Anhalt,2187748,18258
2021-11-24,3,Schleswig-Holstein,2909428,25816
2021-11-24,3,Thueringen,2117352,16275
2021-11-25,2,Baden-Wuerttemberg,11104163,11633
2021-11-25,2,Bayern,13128448,13503
2021-11-25,2,Berlin,3663322,3411
2021-11-25,2,Brandenburg,2531551,2606
2021-11-25,2,Bremen,680171,721
2021-11-25,2,Hamburg,1852838,2430
2021-11-25,2,Hessen,6290768,5753
2021-11-25,2,Mecklenburg-Vorpommern,1610896,2103
2021-11-25,2,Niedersachsen,7987439,8639
2021-11-25,2,Nordrhein-Westfalen,17949911,18441
2021-11-25,2,Rheinland-Pfalz,4100019,3749
2021-11-25,2,Saarland,984937,998
2021-11-25,2,Sachsen,4061968,3470
2021-11-25,2,Sachsen-Anhalt,2187748,3063
2021-11-25,2,Schleswig-Holstein,2909428,2396
2021-11-25,2,Thueringen,2117352,2330
2021-11-25,3,Baden-Wuerttemberg,11104163,78617
2021-11-25,3,Bayern,13128448,120461
2021-11-25,3,Berlin,3663322,27216
2021-11-25,3,Brandenburg,2531551,20573
2021-11-25,3,Bremen,680171,4227
2021-11-25,3,Hamburg,1852838,12615
2021-11-25,3,Hessen,6290768,40492
2021-11-25,3,Mecklenburg-Vorpommern,1610896,14257
2021-11-25,3,Niedersachsen,7987439,64553
2021-11-25,3,Nordrhein-Westfalen,17949911,167125
2021-11-25,3,Rheinland-Pfalz,4100019,34034
2021-11-25,3,Saarland,984937,9323
2021-11-25,3,Sachsen,4061968,29890
2021-11-25,3,Sachsen-Anhalt,2187748,21092
2021-11-25,3,Schleswig-Holstein,2909428,21930
2021-11-25,3,Thueringen,2117352,17675
2021-11-26,2,Baden-Wuerttemberg,11104163,10742
2021-11-26,2,Bayern,13128448,14748
2021-11-26,2,Berlin,3663322,3689
2021-11-26,2,Brandenburg,2531551,1862
2021-11-26,2,Bremen,680171,670
2021-11-26,2,Hamburg,1852838,2071
2021-11-26,2,Hessen,6290768,5404
2021-11-26,2,Mecklenburg-Vorpommern,1610896,2171
2021-11-26,2,Niedersachsen,7987439,7527
2021-11-26,2,Nordrhein-Westfalen,17949911,15009
2021-11-26,2,Rheinland-Pfalz,4100019,3095
2021-11-26,2,Saarland,984937,664
2021-11-26,2,Sachsen,4061968,2810
2021-11-26,2,Sachsen-Anhalt,2187748,2153
2021-11-26,2,Schleswig-Holstein,2909428,1979
2021-11-26,2,Thueringen,2117352,1594
2021-11-26,3,Baden-Wuerttemberg,11104163,79524
2021-11-26,3,Bayern,13128448,114414
2021-11-26,3,Berlin,3663322,25822
2021-11-26,3,Brandenburg,2531551,18300
2021-11-26,3,Bremen,680171,4929
2021-11-26,3,Hamburg,1852838,12083
2021-11-26,3,Hessen,6290768,42291
2021-11-26,3,Mecklenburg-Vorpommern,1610896,12795
2021-11-26,3,Niedersachsen,7987439,64691
2021-11-26,3,Nordrhein-Westfalen,17949911,168631
2021-11-26,3,Rheinland-Pfalz,4100019,32481
2021-11-26,3,Saarland,984937,8724
2021-11-26,3,Sachsen,4061968,26493
2021-11-26,3,Sachsen-Anhalt,2187748,16429
2021-11-26,3,Schleswig-Holstein,2909428,21553
2021-11-26,3,Thueringen,2117352,12620
2021-11-27,2,Baden-Wuerttemberg,11104163,8921
2021-11-27,2,Bayern,13128448,9538
2021-11-27,2,Berlin,3663322,1607
2021-11-27,2,Brandenburg,2531551,424
2021-11-27,2,Bremen,680171,172
2021-11-27,2,Hamburg,1852838,1910
2021-11-27,2,Hessen,6290768,2293
2021-11-27,2,Mecklenburg-Vorpommern,1610896,254
2021-11-27,2,Niedersachsen,7987439,1760
2021-11-27,2,Nordrhein-Westfalen,17949911,7864
2021-11-27,2,Rheinland-Pfalz,4100019,1566
2021-11-27,2,Saarland,984937,163
2021-11-27,2,Sachsen,4061968,1604
2021-11-27,2,Sachsen-Anhalt,2187748,1128
2021-11-27,2,Schleswig-Holstein,2909428,1182
2021-11-27,2,Thueringen,2117352,4413
2021-11-27,3,Baden-Wuerttemberg,11104163,114616
2021-11-27,3,Bayern,13128448,75290
2021-11-27,3,Berlin,3663322,15417
2021-11-27,3,Brandenburg,2531551,6865
2021-11-27,3,Bremen,680171,1558
2021-11-27,3,Hamburg,1852838,4546
2021-11-27,3,Hessen,6290768,21755
2021-11-27,3,Mecklenburg-Vorpommern,1610896,2041
2021-11-27,3,Niedersachsen,7987439,24554
2021-11-27,3,Nordrhein-Westfalen,17949911,111598
2021-11-27,3,Rheinland-Pfalz,4100019,22144
2021-11-27,3,Saarland,984937,4495
2021-11-27,3,Sachsen,4061968,18153
2021-11-27,3,Sachsen-Anhalt,2187748,8172
2021-11-27,3,Schleswig-Holstein,2909428,13286
2021-11-27,3,Thueringen,2117352,5361
2021-11-28,2,Baden-Wuerttemberg,11104163,4445
2021-11-28,2,Bayern,13128448,4273
2021-11-28,2,Berlin,3663322,815
2021-11-28,2,Brandenburg,2531551,62
2021-11-28,2,Hamburg,1852838,1052
2021-11-28,2,Hessen,6290768,1159
2021-11-28,2,Mecklenburg-Vorpommern,1610896,53
2021-11-28,2,Niedersachsen,7987439,580
2021-11-28,2,Nordrhein-Westfalen,17949911,3148
2021-11-28,2,Rheinland-Pfalz,4100019,601
2021-11-28,2,Saarland,984937,29
2021-11-28,2,Sachsen,4061968,200
2021-11-28,2,Sachsen-Anhalt,2187748,156
2021-11-28,2,Schleswig-Holstein,2909428,78
2021-11-28,2,Thueringen,2117352,95
2021-11-28,3,Baden-Wuerttemberg,11104163,36953
